Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2022-05-31,530313859,6316635,0,523997224,618578,1.19,0.0,inf,201
2022-06-01,531006046,6318699,0,524687347,692187,1.19,0.0,inf,201
2022-06-02,531530785,6320333,0,525210452,524739,1.19,0.0,inf,201
2022-06-03,532072740,6321872,0,525750868,541955,1.19,0.0,inf,201
2022-06-04,532325731,6322535,0,526003196,252991,1.19,0.0,inf,201
2022-06-05,532591995,6323348,0,526268647,266264,1.19,0.0,inf,201
2022-06-06,533028578,6324320,0,526704258,436583,1.19,0.0,inf,201
2022-06-07,533678929,6326398,0,527352531,650351,1.19,0.0,inf,201
2022-06-08,534378808,6328936,0,528049872,699879,1.18,0.0,inf,201
2022-06-09,534943784,6330484,0,528613300,564976,1.18,0.0,inf,201
2022-06-10,535488057,6332161,0,529155896,544273,1.18,0.0,inf,201
2022-06-11,535771687,6333075,0,529438612,283726,1.18,0.0,inf,201
2022-06-12,535975201,6333649,0,529641552,203514,1.18,0.0,inf,201
2022-06-13,536538330,6335386,0,530202944,563129,1.18,0.0,inf,201
2022-06-14,537381905,6337208,0,531044697,843575,1.18,0.0,inf,201
2022-06-15,538101072,6339179,0,531761893,719167,1.18,0.0,inf,201
2022-06-16,538622596,6340982,0,532281614,521524,1.18,0.0,inf,201
2022-06-17,539207786,6342282,0,532865504,585190,1.18,0.0,inf,201
2022-06-18,539436275,6342925,0,533093350,228489,1.18,0.0,inf,201
2022-06-19,539711628,6343605,0,533368023,275353,1.18,0.0,inf,201
2022-06-20,540502692,6345274,0,534157418,791064,1.17,0.0,inf,201
2022-06-21,541315083,6346907,0,534968176,812391,1.17,0.0,inf,201
2022-06-22,542121336,6348940,0,535772396,806253,1.17,0.0,inf,201
2022-06-23,542893488,6350733,0,536542755,772152,1.17,0.0,inf,201
2022-06-24,543651926,6352513,0,537299413,758438,1.17,0.0,inf,201
2022-06-25,543968642,6353296,0,537615346,316716,1.17,0.0,inf,201
2022-06-26,544256026,6353956,0,537902070,287384,1.17,0.0,inf,201
2022-06-27,545180907,6355457,0,538825450,924881,1.17,0.0,inf,201
2022-06-28,546114566,6357449,0,539757117,933659,1.16,0.0,inf,201
2022-06-29,547046480,6359207,0,540687273,931914,1.16,0.0,inf,201
2022-06-30,548104769,6360576,0,541744193,1058289,1.16,0.0,inf,201
2022-07-01,549041528,6362468,0,542679060,936759,1.16,0.0,inf,201
2022-07-02,549400731,6363290,0,543037441,359203,1.16,0.0,inf,201
2022-07-03,549761365,6364027,0,543397338,360634,1.16,0.0,inf,201
2022-07-04,550659734,6365172,0,544294562,898369,1.16,0.0,inf,201
2022-07-05,551848753,6367401,0,545481352,1189019,1.15,0.0,inf,201
2022-07-06,553079077,6369741,0,546709336,1230324,1.15,0.0,inf,201
2022-07-07,554114305,6372452,0,547741853,1035228,1.15,0.0,inf,201
2022-07-08,555099162,6374759,0,548724403,984857,1.15,0.0,inf,201
2022-07-09,555602689,6375751,0,549226938,503527,1.15,0.0,inf,201
2022-07-10,556028817,6376604,0,549652213,426128,1.15,0.0,inf,201
2022-07-11,557137822,6378450,0,550759372,1109005,1.14,0.0,inf,201
2022-07-12,558333763,6380834,0,551952929,1195941,1.14,0.0,inf,201
2022-07-13,559785732,6383501,0,553402231,1451969,1.14,0.0,inf,201
2022-07-14,560745352,6385527,0,554359825,959620,1.14,0.0,inf,201
2022-07-15,561761229,6387872,0,555373357,1015877,1.14,0.0,inf,201
2022-07-16,562313977,6388937,0,555925040,552748,1.14,0.0,inf,201
2022-07-17,562773189,6389923,0,556383266,459212,1.14,0.0,inf,201
2022-07-18,564009304,6391975,0,557617329,1236115,1.13,0.0,inf,201
2022-07-19,565534472,6395082,0,559139390,1525938,1.13,0.0,inf,201
2022-07-20,567132539,6398031,0,560734508,1599091,1.13,0.0,inf,201
2022-07-21,568257496,6400500,0,561856996,1124957,1.13,0.0,inf,201
2022-07-22,569336973,6403395,0,562933578,1079484,1.12,0.0,inf,201
2022-07-23,569973524,6404650,0,563568874,636551,1.12,0.0,inf,201
2022-07-24,570524372,6405680,0,564118692,550848,1.12,0.0,inf,201
2022-07-25,571551629,6407702,0,565143927,1027257,1.12,0.0,inf,201
2022-07-26,572724711,6410610,0,566314101,1174717,1.12,0.0,inf,201
2022-07-27,574134034,6413956,0,567720078,1409323,1.12,0.0,inf,201
2022-07-28,575230510,6416687,0,568813823,1096476,1.12,0.0,inf,201
2022-07-29,576587128,6419690,0,570167438,1356624,1.11,0.0,inf,201
2022-07-30,577163170,6420765,0,570742405,576042,1.11,0.0,inf,201
2022-07-31,577708565,6421687,0,571286878,545395,1.11,0.0,inf,201
2022-08-01,578617971,6424176,0,572193795,909406,1.11,0.0,inf,201
2022-08-02,579793572,6427086,0,573366486,1175601,1.11,0.0,inf,201
2022-08-03,580936326,6430264,0,574506062,1142754,1.11,0.0,inf,201
2022-08-04,582375166,6433368,0,575941798,1450283,1.1,0.0,inf,201
2022-08-05,583266505,6436321,0,576830184,891339,1.1,0.0,inf,201
2022-08-06,584444662,6438020,0,578006642,1178157,1.1,0.0,inf,201
2022-08-07,584942458,6438959,0,578503499,497796,1.1,0.0,inf,201
2022-08-08,585788253,6441296,0,579346957,845795,1.1,0.0,inf,201
2022-08-09,586822575,6444894,0,580377681,1034322,1.1,0.0,inf,201
2022-08-10,587836804,6447565,0,581389239,1014229,1.1,0.0,inf,201
2022-08-11,588831964,6450759,0,582381205,995160,1.1,0.0,inf,201
2022-08-12,589581044,6453585,0,583127459,749080,1.09,0.0,inf,201
2022-08-13,590217459,6455026,0,583762433,636415,1.09,0.0,inf,201
2022-08-14,590678131,6456019,0,584222112,460675,1.09,0.0,inf,201
2022-08-15,591551747,6458424,0,585093323,873616,1.09,0.0,inf,201
2022-08-16,592638803,6461903,0,586176900,1087056,1.09,0.0,inf,201
2022-08-17,593620765,6465167,0,587155598,981962,1.09,0.0,inf,201
2022-08-18,594553437,6468099,0,588085338,932672,1.09,0.0,inf,201
2022-08-19,595344561,6470791,0,588873770,791124,1.09,0.0,inf,201
2022-08-20,595918827,6471952,0,589446875,574266,1.09,0.0,inf,201
2022-08-21,596403322,6473671,0,589929651,484495,1.09,0.0,inf,201
2022-08-22,597138786,6475121,0,590663665,735464,1.08,0.0,inf,201
2022-08-23,598020523,6478050,0,591542473,882201,1.08,0.0,inf,201
2022-08-24,598852335,6481094,0,592371241,831873,1.08,0.0,inf,201
2022-08-25,599754547,6484106,0,593270441,902212,1.08,0.0,inf,201
2022-08-26,600452748,6486679,0,593966069,698201,1.08,0.0,inf,201
2022-08-27,600905316,6487856,0,594417460,452568,1.08,0.0,inf,201
2022-08-28,601311470,6488877,0,594822593,406154,1.08,0.0,inf,201
2022-08-29,601909983,6490915,0,595419068,598513,1.08,0.0,inf,201
2022-08-30,602603630,6493286,0,596110344,693647,1.08,0.0,inf,201
2022-08-31,603396505,6496777,0,596899728,792875,1.08,0.0,inf,201
2022-09-01,604070606,6499349,0,597571257,674101,1.08,0.0,inf,201
2022-09-02,604723544,6502066,0,598221478,652938,1.08,0.0,inf,201
2022-09-03,605100125,6503109,0,598597016,376581,1.07,0.0,inf,201
2022-09-04,605470452,6504220,0,598966232,370327,1.07,0.0,inf,201
2022-09-05,605948529,6505644,0,599442885,478077,1.07,0.0,inf,201
2022-09-06,606619409,6507980,0,600111429,670880,1.07,0.0,inf,201
2022-09-07,607231589,6510175,0,600721414,612180,1.07,0.0,inf,201
2022-09-08,607809382,6512391,0,601296991,577793,1.07,0.0,inf,201
2022-09-09,608329234,6514689,0,601814545,519852,1.07,0.0,inf,201
2022-09-10,608642424,6515586,0,602126838,313190,1.07,0.0,inf,201
2022-09-11,608956659,6516370,0,602440289,314235,1.07,0.0,inf,201
2022-09-12,609466644,6517911,0,602948733,510126,1.07,0.0,inf,201
2022-09-13,610011541,6519901,-1,603491641,544897,1.07,-0.0,-651990100.0,201
2022-09-14,610705238,6522383,-1,604182856,706631,1.07,-0.0,-652238300.0,201
2022-09-15,611308497,6524815,-1,604783683,603259,1.07,-0.0,-652481500.0,201
2022-09-16,611762262,6526821,-1,605235442,453765,1.07,-0.0,-652682100.0,201
2022-09-17,612057324,6527644,-1,605529681,295062,1.07,-0.0,-652764400.0,201
2022-09-18,612311871,6528228,-1,605783644,254547,1.07,-0.0,-652822800.0,201
2022-09-19,612752453,6529675,-1,606222779,440582,1.07,-0.0,-652967500.0,201
2022-09-20,613302570,6531437,-1,606771134,550253,1.06,-0.0,-653143700.0,201
2022-09-21,613821085,6533536,0,607287549,518515,1.06,0.0,inf,201
2022-09-22,614434466,6535690,0,607898776,613381,1.06,0.0,inf,201
2022-09-23,614948704,6537542,0,608411162,514238,1.06,0.0,inf,201
2022-09-24,615213835,6538345,0,608675490,265131,1.06,0.0,inf,201
2022-09-25,615436725,6538852,0,608897873,222890,1.06,0.0,inf,201
2022-09-26,615901765,6540257,0,609361508,465066,1.06,0.0,inf,201
2022-09-27,616507797,6541872,0,609965925,606032,1.06,0.0,inf,201
2022-09-28,617041100,6544202,0,610496898,533303,1.06,0.0,inf,201
2022-09-29,617702573,6546498,0,611156075,661473,1.06,0.0,inf,201
2022-09-30,618152421,6547943,0,611604478,449848,1.06,0.0,inf,201
2022-10-01,618393328,6548611,0,611844717,240907,1.06,0.0,inf,201
2022-10-02,618593910,6549172,0,612044738,200690,1.06,0.0,inf,201
2022-10-03,618913575,6550534,0,612363041,319665,1.06,0.0,inf,201
2022-10-04,619573279,6552146,0,613021133,659704,1.06,0.0,inf,201
2022-10-05,620155120,6554339,0,613600781,581841,1.06,0.0,inf,201
2022-10-06,620837124,6556325,0,614280799,682004,1.06,0.0,inf,201
2022-10-07,621360375,6558132,0,614802243,523251,1.06,0.0,inf,201
2022-10-08,621579271,6558840,0,615020431,218896,1.06,0.0,inf,201
2022-10-09,621798100,6559469,0,615238631,218829,1.05,0.0,inf,201
2022-10-10,622301869,6560838,0,615741031,503769,1.05,0.0,inf,201
2022-10-11,622956134,6562757,0,616393377,654424,1.05,0.0,inf,201
2022-10-12,623514904,6564634,0,616950270,558770,1.05,0.0,inf,201
2022-10-13,624146513,6566796,0,617579717,631609,1.05,0.0,inf,201
2022-10-14,624601555,6568430,0,618033125,455042,1.05,0.0,inf,201
2022-10-15,624819541,6569204,0,618250337,217986,1.05,0.0,inf,201
2022-10-16,625011577,6569748,0,618441829,192036,1.05,0.0,inf,201
2022-10-17,625546447,6571554,0,618974893,534870,1.05,0.0,inf,201
2022-10-18,626155039,6573435,0,619581604,609213,1.05,0.0,inf,201
2022-10-19,626669371,6575698,0,620093673,515126,1.05,0.0,inf,201
2022-10-20,627239963,6577804,0,620662159,570616,1.05,0.0,inf,201
2022-10-21,627653339,6579825,0,621073514,413376,1.05,0.0,inf,201
2022-10-22,627835571,6580438,0,621255133,182232,1.05,0.0,inf,201
2022-10-23,627996245,6581026,0,621415219,160674,1.05,0.0,inf,201
2022-10-24,628422926,6582406,0,621840520,427302,1.05,0.0,inf,201
2022-10-25,628996940,6584549,0,622412391,574014,1.05,0.0,inf,201
2022-10-26,629448013,6587040,0,622860973,451073,1.05,0.0,inf,201
2022-10-27,629901200,6589107,0,623312093,460072,1.05,0.0,inf,201
2022-10-28,630251010,6590566,0,623660444,349810,1.05,0.0,inf,201
2022-10-29,630449985,6591228,0,623858757,198975,1.05,0.0,inf,201
2022-10-30,630617141,6591819,0,624025322,167156,1.05,0.0,inf,201
2022-10-31,630918029,6593017,0,624325012,300999,1.04,0.0,inf,201
2022-11-01,631300830,6595775,0,624705055,382801,1.04,0.0,inf,201
2022-11-02,631697674,6597556,0,625100118,396844,1.04,0.0,inf,201
2022-11-03,632168895,6599791,0,625569104,471221,1.04,0.0,inf,201
2022-11-04,632595336,6601737,0,625993599,426441,1.04,0.0,inf,201
2022-11-05,632796447,6602334,0,626194113,201111,1.04,0.0,inf,201
2022-11-06,632982873,6602869,0,626380004,186426,1.04,0.0,inf,201
2022-11-07,633309288,6604044,0,626705244,327881,1.04,0.0,inf,201
2022-11-08,633746534,6605276,0,627141258,437246,1.04,0.0,inf,201
2022-11-09,634171149,6607363,0,627563786,424615,1.04,0.0,inf,201
2022-11-10,634626133,6609400,0,628016733,455010,1.04,0.0,inf,201
2022-11-11,635108843,6611015,0,628497828,482710,1.04,0.0,inf,201
2022-11-12,635351101,6611403,0,628739698,242258,1.04,0.0,inf,201
2022-11-13,635534315,6611840,0,628922475,183214,1.04,0.0,inf,201
2022-11-14,635899432,6613146,0,629286286,366418,1.04,0.0,inf,201
2022-11-15,636394127,6614136,0,629779991,494695,1.04,0.0,inf,201
2022-11-16,636874664,6616372,0,630258292,480537,1.04,0.0,inf,201
2022-11-17,637347682,6618309,0,630729373,473586,1.04,0.0,inf,201
2022-11-18,637975593,6620616,0,631354977,627911,1.04,0.0,inf,201
2022-11-19,638222539,6621039,0,631601500,246946,1.04,0.0,inf,201
2022-11-20,638444592,6621550,0,631823042,222053,1.04,0.0,inf,201
2022-11-21,638801770,6622606,0,632179164,357178,1.04,0.0,inf,201
2022-11-22,639366854,6624217,0,632742637,565084,1.04,0.0,inf,201
2022-11-23,639961553,6626401,0,633335152,594966,1.04,0.0,inf,201
2022-11-24,640373433,6627794,0,633745639,411880,1.03,0.0,inf,201
2022-11-25,641067188,6629770,0,634437418,693755,1.03,0.0,inf,201
2022-11-26,641337170,6630224,0,634706946,269982,1.03,0.0,inf,201
2022-11-27,641599037,6630745,0,634968292,261867,1.03,0.0,inf,201
2022-11-28,642024077,6631900,0,635392177,425063,1.03,0.0,inf,201
