Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-05-28,169980605,3665426,106633068,59682111,505519,2.16,62.73,3.44,193
2021-05-29,170461029,3676234,107140668,59644127,480424,2.16,62.85,3.43,193
2021-05-30,170850974,3684634,107630597,59535743,389945,2.16,63.0,3.42,193
2021-05-31,171238029,3693330,108159766,59384933,387055,2.16,63.16,3.41,193
2021-06-01,171698029,3708544,108743649,59245836,460000,2.16,63.33,3.41,193
2021-06-02,172185652,3720465,109272023,59193164,487623,2.16,63.46,3.4,193
2021-06-03,172666162,3730625,109701213,59234324,480510,2.16,63.53,3.4,193
2021-06-04,173091077,3741285,110226715,59123077,424915,2.16,63.68,3.39,193
2021-06-05,173487727,3750696,110704845,59032186,396650,2.16,63.81,3.39,193
2021-06-06,173810708,3758002,111146371,58906335,322981,2.16,63.95,3.38,193
2021-06-07,174132478,3766080,111568368,58798030,321770,2.16,64.07,3.38,193
2021-06-08,174502590,3776735,111983104,58742751,370112,2.16,64.17,3.37,193
2021-06-09,174920888,3786918,112435799,58698171,418298,2.16,64.28,3.37,193
2021-06-10,175374390,3802899,112849488,58722003,453502,2.17,64.35,3.37,193
2021-06-11,175796439,3814639,113225020,58756780,422049,2.17,64.41,3.37,193
2021-06-12,176164819,3824448,113563994,58776377,368380,2.17,64.46,3.37,193
2021-06-13,176467617,3833719,113993655,58640243,302798,2.17,64.6,3.36,193
2021-06-14,176776918,3841713,114340429,58594776,309301,2.17,64.68,3.36,193
2021-06-15,177151678,3852464,114800574,58498640,374760,2.17,64.8,3.36,193
2021-06-16,177540852,3862546,115149801,58528505,389174,2.18,64.86,3.35,193
2021-06-17,177936844,3871845,115530279,58534720,395992,2.18,64.93,3.35,193
2021-06-18,178340349,3881039,115849842,58609468,403505,2.18,64.96,3.35,193
2021-06-19,178688751,3889219,116181692,58617840,348402,2.18,65.02,3.35,194
2021-06-20,178992403,3895987,116446786,58649630,303652,2.18,65.06,3.35,194
2021-06-21,179289062,3902970,116804004,58582088,296659,2.18,65.15,3.34,194
2021-06-22,179699274,3911958,117107408,58679908,410212,2.18,65.17,3.34,194
2021-06-23,180095905,3921304,117507151,58667450,396631,2.18,65.25,3.34,194
2021-06-24,180505162,3929963,117796862,58778337,409257,2.18,65.26,3.34,194
2021-06-25,180922843,3939197,118125509,58858137,417681,2.18,65.29,3.33,194
2021-06-26,181285754,3946740,118420068,58918946,362911,2.18,65.32,3.33,194
2021-06-27,181596987,3952834,118678807,58965346,311233,2.18,65.35,3.33,194
2021-06-28,181930010,3959395,119006263,58964352,333023,2.18,65.41,3.33,194
2021-06-29,182311213,3967555,119299679,59043979,381203,2.18,65.44,3.33,194
2021-06-30,182710687,3976761,119580620,59153306,399497,2.18,65.45,3.33,194
2021-07-01,183146224,3985302,120008476,59152446,435537,2.18,65.53,3.32,194
2021-07-02,183588588,3993675,120299518,59295395,442364,2.18,65.53,3.32,194
2021-07-03,183963070,4000592,120569293,59393185,374482,2.17,65.54,3.32,194
2021-07-04,184291367,4007239,120868181,59415947,328297,2.17,65.59,3.32,194
2021-07-05,184668050,4014608,121235174,59418268,376683,2.17,65.65,3.31,194
2021-07-06,185118586,4023092,121563017,59532477,450536,2.17,65.67,3.31,194
2021-07-07,185583837,4031646,121831180,59721011,465251,2.17,65.65,3.31,194
2021-07-08,186065710,4040566,122123831,59901313,481873,2.17,65.63,3.31,194
2021-07-09,186578961,4048980,122462949,60067032,513251,2.17,65.64,3.31,194
2021-07-10,187001001,4055579,122907153,60038269,422040,2.17,65.73,3.3,194
2021-07-11,187371632,4063218,123197639,60110775,370631,2.17,65.75,3.3,194
2021-07-12,187804099,4071322,123499875,60232902,432467,2.17,65.76,3.3,194
2021-07-13,188329728,4079705,123783322,60466701,525629,2.17,65.73,3.3,194
2021-07-14,188867738,4088299,124113063,60666376,538010,2.16,65.71,3.29,194
2021-07-15,189444175,4096935,124394119,60953121,576437,2.16,65.66,3.29,194
2021-07-16,190040114,4105696,124784824,61149594,595939,2.16,65.66,3.29,194
2021-07-17,190530567,4113228,125065613,61351726,490453,2.16,65.64,3.29,194
2021-07-18,190952054,4119833,125382096,61450125,421487,2.16,65.66,3.29,194
2021-07-19,191438635,4127034,125688817,61622784,486581,2.16,65.65,3.28,194
2021-07-20,191971017,4147736,126008997,61814284,532382,2.16,65.64,3.29,194
2021-07-21,192527142,4156402,126315580,62055160,556125,2.16,65.61,3.29,194
2021-07-22,193092340,4165182,126671708,62255450,565198,2.16,65.6,3.29,194
2021-07-23,193820504,4173513,126918098,62728893,728164,2.15,65.48,3.29,194
2021-07-24,194254296,4182205,127435324,62636767,493167,2.15,65.6,3.28,194
2021-07-25,194701268,4189589,127762741,62748938,446972,2.15,65.62,3.28,194
2021-07-26,195238606,4198063,128063201,62977342,537338,2.15,65.59,3.28,194
2021-07-27,195844856,4207853,128409040,63227963,606250,2.15,65.57,3.28,194
2021-07-28,196494951,4217978,128745703,63531270,650095,2.15,65.52,3.28,194
2021-07-29,197137826,4228243,129094091,63815492,642875,2.14,65.48,3.28,194
2021-07-30,197870205,4237846,129401282,64231077,732379,2.14,65.4,3.27,194
2021-07-31,198389885,4246710,129705211,64437964,519680,2.14,65.38,3.27,194
2021-08-01,198875013,4254128,129994389,64626496,485128,2.14,65.36,3.27,194
2021-08-02,199441666,4262228,130277533,64901905,566653,2.14,65.32,3.27,194
2021-08-03,200075831,4272581,130582001,65221249,634165,2.14,65.27,3.27,194
2021-08-04,200756391,4283070,130899061,65574260,680560,2.13,65.2,3.27,194
2021-08-05,201441999,4294061,0,197147938,685608,2.13,0.0,inf,194
2021-08-06,202261477,4304534,0,197956943,819478,2.13,0.0,inf,194
2021-08-07,202825906,4313230,0,198512676,564429,2.13,0.0,inf,194
2021-08-08,203296702,4320726,0,198975976,470796,2.13,0.0,inf,194
2021-08-09,203909491,4329524,0,199579967,612789,2.12,0.0,inf,194
2021-08-10,204555174,4341052,0,200214122,645683,2.12,0.0,inf,194
2021-08-11,205285953,4351575,0,200934378,730779,2.12,0.0,inf,194
2021-08-12,205991660,4362088,0,201629572,705707,2.12,0.0,inf,194
2021-08-13,206793588,4372559,0,202421029,801928,2.11,0.0,inf,194
2021-08-14,207352082,4381303,0,202970779,558494,2.11,0.0,inf,194
2021-08-15,207823464,4388753,0,203434711,471382,2.11,0.0,inf,194
2021-08-16,208477472,4398597,0,204078875,654008,2.11,0.0,inf,194
2021-08-17,209160041,4409304,0,204750737,682569,2.11,0.0,inf,194
2021-08-18,209895776,4420124,0,205475652,735735,2.11,0.0,inf,194
2021-08-19,210607412,4431577,0,206175835,711636,2.1,0.0,inf,194
2021-08-20,211392756,4442078,0,206950678,785344,2.1,0.0,inf,194
2021-08-21,211959816,4451015,0,207508801,567060,2.1,0.0,inf,194
2021-08-22,212414888,4458798,0,207956090,455072,2.1,0.0,inf,195
2021-08-23,213083959,4468832,0,208615127,669071,2.1,0.0,inf,195
2021-08-24,213760702,4479855,0,209280847,676743,2.1,0.0,inf,195
2021-08-25,214498167,4491172,0,210006995,737465,2.09,0.0,inf,195
2021-08-26,215234587,4502767,0,210731820,736420,2.09,0.0,inf,195
2021-08-27,215985723,4513178,0,211472545,751136,2.09,0.0,inf,195
2021-08-28,216553256,4521634,0,212031622,567533,2.09,0.0,inf,195
2021-08-29,217008447,4528470,0,212479977,455191,2.09,0.0,inf,195
2021-08-30,217661591,4538005,0,213123586,653144,2.08,0.0,inf,195
2021-08-31,218282141,4547322,0,213734819,620550,2.08,0.0,inf,195
2021-09-01,219001442,4559744,0,214441698,719301,2.08,0.0,inf,195
2021-09-02,219678106,4570951,0,215107155,678371,2.08,0.0,inf,195
2021-09-03,220401815,4581677,0,215820138,723709,2.08,0.0,inf,195
2021-09-04,220909290,4589468,0,216319822,507475,2.08,0.0,inf,195
2021-09-05,221366653,4596066,0,216770587,457363,2.08,0.0,inf,195
2021-09-06,221823090,4604178,0,217218912,456450,2.08,0.0,inf,195
2021-09-07,222479541,4614644,0,217864897,656451,2.07,0.0,inf,195
2021-09-08,223117397,4624742,0,218492655,637856,2.07,0.0,inf,195
2021-09-09,223757494,4635492,0,219122002,640097,2.07,0.0,inf,195
2021-09-10,224416346,4644677,0,219771669,658852,2.07,0.0,inf,195
2021-09-11,224895956,4653091,0,220242865,479610,2.07,0.0,inf,195
2021-09-12,225274654,4658763,0,220615891,378698,2.07,0.0,inf,195
2021-09-13,225834041,4667871,0,221166170,559387,2.07,0.0,inf,195
2021-09-14,226383799,4677781,0,221706018,549758,2.07,0.0,inf,195
2021-09-15,226950855,4688214,0,222262641,568232,2.07,0.0,inf,195
2021-09-16,227538162,4698734,0,222839428,587307,2.07,0.0,inf,195
2021-09-17,228161461,4707789,0,223453672,623299,2.06,0.0,inf,195
2021-09-18,228694173,4714342,0,223979831,532712,2.06,0.0,inf,195
2021-09-19,229064879,4720473,0,224344406,370706,2.06,0.0,inf,195
2021-09-20,229578868,4728744,0,224850124,513989,2.06,0.0,inf,195
2021-09-21,230067489,4738104,0,225329385,488621,2.06,0.0,inf,195
2021-09-22,230602567,4747827,0,225854740,535078,2.06,0.0,inf,195
2021-09-23,231150155,4757675,0,226392480,547588,2.06,0.0,inf,195
2021-09-24,231699477,4766373,0,226933104,549322,2.06,0.0,inf,195
2021-09-25,232080625,4771913,0,227308712,381271,2.06,0.0,inf,195
2021-09-26,232444188,4777472,0,227666716,363563,2.06,0.0,inf,195
2021-09-27,232912006,4785161,0,228126845,467818,2.05,0.0,inf,195
2021-09-28,233362916,4794537,0,228568379,450910,2.05,0.0,inf,195
2021-09-29,233854013,4803832,0,229050181,491097,2.05,0.0,inf,195
2021-09-30,234343852,4812710,0,229531142,489839,2.05,0.0,inf,195
2021-10-01,234865931,4821344,0,230044587,522079,2.05,0.0,inf,195
2021-10-02,235225048,4827326,0,230397722,359117,2.05,0.0,inf,195
2021-10-03,235540245,4831695,0,230708550,315197,2.05,0.0,inf,195
2021-10-04,235972661,4838860,0,231133801,432416,2.05,0.0,inf,195
2021-10-05,236395432,4846232,0,231549200,422771,2.05,0.0,inf,195
2021-10-06,236902590,4855367,0,232047223,507158,2.05,0.0,inf,195
2021-10-07,237364349,4864328,0,232500021,461759,2.05,0.0,inf,195
2021-10-08,237839838,4871888,0,232967950,475489,2.05,0.0,inf,195
2021-10-09,238188831,4876776,0,233312055,348993,2.05,0.0,inf,195
2021-10-10,238512870,4881558,0,233631312,324039,2.05,0.0,inf,195
2021-10-11,238884414,4887432,0,233996982,371544,2.05,0.0,inf,195
2021-10-12,239322561,4895410,0,234427151,438147,2.05,0.0,inf,195
2021-10-13,239779078,4904316,0,234874762,456517,2.05,0.0,inf,195
2021-10-14,240232414,4912325,0,235320089,454432,2.04,0.0,inf,195
2021-10-15,240690496,4919531,0,235770965,458082,2.04,0.0,inf,195
2021-10-16,241042762,4924949,0,236117813,352266,2.04,0.0,inf,195
2021-10-17,241364726,4929326,0,236435400,321964,2.04,0.0,inf,195
2021-10-18,241772903,4935833,0,236837070,408177,2.04,0.0,inf,195
2021-10-19,242204440,4943820,0,237260620,431537,2.04,0.0,inf,195
2021-10-20,242680834,4952489,0,237728345,476394,2.04,0.0,inf,195
2021-10-21,243142823,4960251,0,238182572,461989,2.04,0.0,inf,195
2021-10-22,243635716,4968421,0,238667295,492893,2.04,0.0,inf,195
2021-10-23,244021064,4974393,0,239046671,385348,2.04,0.0,inf,195
2021-10-24,244343980,4979056,0,239364924,322916,2.04,0.0,inf,195
2021-10-25,244767518,4985849,0,239781669,423538,2.04,0.0,inf,195
2021-10-26,245193944,4993592,0,240200352,426426,2.04,0.0,inf,195
2021-10-27,245708003,5002736,0,240705267,514059,2.04,0.0,inf,195
2021-10-28,246190996,5011669,0,241179327,482993,2.04,0.0,inf,195
2021-10-29,246685198,5019489,0,241665709,494202,2.03,0.0,inf,196
2021-10-30,247081271,5025580,0,242055691,396073,2.03,0.0,inf,196
2021-10-31,247446980,5030248,0,242416732,365709,2.03,0.0,inf,196
2021-11-01,247866209,5036615,0,242829594,419229,2.03,0.0,inf,196
2021-11-02,248270593,5043672,0,243226921,404384,2.03,0.0,inf,196
2021-11-03,248795436,5052137,0,243743299,524843,2.03,0.0,inf,196
2021-11-04,249312902,5059707,0,244253195,517466,2.03,0.0,inf,196
2021-11-05,249837227,5068292,0,244768935,524325,2.03,0.0,inf,196
2021-11-06,250276944,5075076,0,245201868,439717,2.03,0.0,inf,196
2021-11-07,250641164,5079728,0,245561436,364220,2.03,0.0,inf,196
2021-11-08,251108667,5086372,0,246022295,467503,2.03,0.0,inf,196
2021-11-09,251577991,5094377,0,246483614,469324,2.02,0.0,inf,196
2021-11-10,252151630,5102647,0,247048983,573687,2.02,0.0,inf,196
2021-11-11,252672375,5110321,0,247562054,521152,2.02,0.0,inf,196
2021-11-12,253272137,5119322,0,248152815,599762,2.02,0.0,inf,196
2021-11-13,253712917,5125839,0,248587078,440780,2.02,0.0,inf,196
2021-11-14,254094663,5130620,0,248964043,381746,2.02,0.0,inf,196
2021-11-15,254617676,5137461,0,249480215,523013,2.02,0.0,inf,196
2021-11-16,255124505,5145076,0,249979429,506829,2.02,0.0,inf,196
2021-11-17,255739838,5154236,0,250585602,615333,2.02,0.0,inf,196
2021-11-18,256361449,5162526,0,251198923,621611,2.01,0.0,inf,196
2021-11-19,256976082,5170507,0,251805575,614633,2.01,0.0,inf,196
2021-11-20,257477952,5176783,0,252301169,501870,2.01,0.0,inf,196
2021-11-21,257900437,5181495,0,252718942,422485,2.01,0.0,inf,196
2021-11-22,258498520,5188627,0,253309893,598083,2.01,0.0,inf,196
2021-11-23,259091029,5196646,0,253894383,593658,2.01,0.0,inf,196
2021-11-24,259748715,5205216,0,254543499,657686,2.0,0.0,inf,196
2021-11-25,260346247,5213070,0,255133177,597532,2.0,0.0,inf,196
2021-11-26,260959929,5219965,0,255739964,613682,2.0,0.0,inf,196
2021-11-27,261445787,5226133,0,256219654,485858,2.0,0.0,inf,196
2021-11-28,261879935,5231139,0,256648796,434148,2.0,0.0,inf,196
2021-11-29,262510771,5238660,0,257272111,630836,2.0,0.0,inf,196
2021-11-30,263111082,5246690,0,257864392,600311,1.99,0.0,inf,196
2021-12-01,263813485,5255938,0,258557547,702403,1.99,0.0,inf,196
2021-12-02,264521004,5266045,0,259254959,707519,1.99,0.0,inf,196
2021-12-03,265251783,5274636,0,259977147,730779,1.99,0.0,inf,196
2021-12-04,265788612,5280530,0,260508082,536829,1.99,0.0,inf,196
2021-12-05,266250363,5288042,0,260962321,461751,1.99,0.0,inf,196
2021-12-06,266847673,5295032,0,261552641,597344,1.98,0.0,inf,196
2021-12-07,267486771,5302760,0,262184011,639098,1.98,0.0,inf,196
2021-12-08,268198148,5311057,0,262887091,711377,1.98,0.0,inf,196
2021-12-09,268896373,5319627,0,263576746,698225,1.98,0.0,inf,196
2021-12-10,269589994,5327642,0,264262352,693653,1.98,0.0,inf,196
2021-12-11,270110476,5333987,0,264776489,520565,1.97,0.0,inf,196
2021-12-12,270569653,5338711,0,265230942,459177,1.97,0.0,inf,196
2021-12-13,271177321,5345007,0,265832314,607673,1.97,0.0,inf,196
2021-12-14,271813987,5352746,0,266461241,636666,1.97,0.0,inf,197
2021-12-15,272554260,5361775,0,267192485,740273,1.97,0.0,inf,197
2021-12-16,273298309,5369121,0,267929188,744049,1.96,0.0,inf,197
2021-12-17,274065977,5376421,0,268689556,767668,1.96,0.0,inf,197
2021-12-18,274638597,5382504,0,269256093,572620,1.96,0.0,inf,197
2021-12-19,275152886,5387031,0,269765855,514289,1.96,0.0,inf,197
2021-12-20,275890864,5393721,0,270497143,737978,1.96,0.0,inf,197
2021-12-21,276649397,5401279,0,271248118,758575,1.95,0.0,inf,197
2021-12-22,277564015,5411650,0,272152365,914659,1.95,0.0,inf,197
2021-12-23,278575798,5418909,0,273156889,1011783,1.95,0.0,inf,197
2021-12-24,279467273,5424973,0,274042300,891504,1.94,0.0,inf,197
2021-12-25,280171451,5429442,0,274742009,704178,1.94,0.0,inf,197
2021-12-26,280757429,5433359,0,275324070,586005,1.94,0.0,inf,197
2021-12-27,282031291,5439713,0,276591578,1273862,1.93,0.0,inf,197
2021-12-28,283367305,5447397,0,277919908,1336014,1.92,0.0,inf,197
2021-12-29,285072597,5455350,0,279617247,1705292,1.91,0.0,inf,197
2021-12-30,287022252,5462772,0,281559480,1949655,1.9,0.0,inf,197
2021-12-31,288766420,5469454,0,283296966,1744168,1.89,0.0,inf,197
2022-01-01,289995852,5473909,0,284521943,1229432,1.89,0.0,inf,197
2022-01-02,290926961,5477307,0,285449654,931109,1.88,0.0,inf,197
2022-01-03,293284345,5483188,0,287801157,2357390,1.87,0.0,inf,197
2022-01-04,295798432,5491266,0,290307166,2514087,1.86,0.0,inf,197
2022-01-05,298382888,5499042,0,292883846,2584456,1.84,0.0,inf,197
2022-01-06,301051051,5506661,0,295544390,2668163,1.83,0.0,inf,197
2022-01-07,304005275,5513917,0,298491358,2954224,1.81,0.0,inf,197
2022-01-08,306196844,5519391,0,300677453,2191569,1.8,0.0,inf,197
2022-01-09,308238396,5523526,0,302714870,2041552,1.79,0.0,inf,197
2022-01-10,311398407,5530097,0,305868310,3160011,1.78,0.0,inf,197
2022-01-11,314427850,5539203,0,308888647,3029446,1.76,0.0,inf,197
2022-01-12,317875106,5548228,0,312326878,3447256,1.75,0.0,inf,197
2022-01-13,321061077,5556457,0,315504620,3185971,1.73,0.0,inf,197
2022-01-14,324378107,5564426,0,318813681,3317030,1.72,0.0,inf,197
2022-01-15,326883701,5570790,0,321312911,2505594,1.7,0.0,inf,197
2022-01-16,329107407,5575346,0,323532061,2223706,1.69,0.0,inf,197
2022-01-17,331753814,5581570,0,326172244,2646407,1.68,0.0,inf,197
2022-01-18,335518333,5590675,0,329927658,3764519,1.67,0.0,inf,197
2022-01-19,339602671,5600606,0,334002065,4084338,1.65,0.0,inf,197
2022-01-20,343335319,5610248,0,337725071,3732648,1.63,0.0,inf,197
2022-01-21,347166762,5620214,0,341546548,3831443,1.62,0.0,inf,197
2022-01-22,349950152,5626414,0,344323738,2783426,1.61,0.0,inf,197
2022-01-23,352418076,5631633,0,346786443,2467924,1.6,0.0,inf,198
2022-01-24,355831851,5640316,0,350191535,3413775,1.59,0.0,inf,198
2022-01-25,359485793,5650798,0,353834995,3653942,1.57,0.0,inf,198
2022-01-26,363247937,5661514,0,357586423,3762144,1.56,0.0,inf,198
2022-01-27,366947328,5671818,0,361275510,3699391,1.55,0.0,inf,198
2022-01-28,370626721,5684165,0,364942556,3679393,1.53,0.0,inf,198
2022-01-29,373378387,5692237,0,367686150,2751666,1.52,0.0,inf,198
2022-01-30,375673847,5697845,0,369976002,2295460,1.52,0.0,inf,198
2022-01-31,379226443,5708040,0,373518403,3580996,1.51,0.0,inf,198
2022-02-01,382356026,5720726,0,376635300,3129583,1.5,0.0,inf,198
2022-02-02,385541315,5732614,0,379808701,3185289,1.49,0.0,inf,198
2022-02-03,388735053,5744253,0,382990800,3193738,1.48,0.0,inf,198
2022-02-04,391690935,5757417,0,385933518,2955882,1.47,0.0,inf,198
2022-02-05,394011897,5765801,0,388246096,2320962,1.46,0.0,inf,198
2022-02-06,395907617,5771816,0,390135801,1895720,1.46,0.0,inf,198
2022-02-07,398531556,5782726,0,392748830,2623939,1.45,0.0,inf,198
2022-02-08,401131197,5795521,0,395335676,2599641,1.44,0.0,inf,198
2022-02-09,403564512,5808649,0,397755863,2433315,1.44,0.0,inf,198
2022-02-10,406378780,5820528,0,400558252,2814268,1.43,0.0,inf,198
2022-02-11,408803913,5832509,0,402971404,2425133,1.43,0.0,inf,198
2022-02-12,410738657,5841353,0,404897304,1934744,1.42,0.0,inf,198
2022-02-13,412269631,5846682,0,406422949,1530974,1.42,0.0,inf,198
2022-02-14,413977970,5857660,0,408120310,1708339,1.41,0.0,inf,198
2022-02-15,415848866,5868315,0,409980551,1876428,1.41,0.0,inf,198
2022-02-16,418088792,5881424,0,412207368,2242500,1.41,0.0,inf,198
2022-02-17,420151143,5893636,0,414257507,2062351,1.4,0.0,inf,198
2022-02-18,422134683,5904275,0,416230408,1983540,1.4,0.0,inf,198
2022-02-19,423800688,5912841,0,417887847,1666005,1.4,0.0,inf,198
2022-02-20,425112217,5918291,0,419193926,1311529,1.39,0.0,inf,198
2022-02-21,426510977,5925570,0,420585407,1398760,1.39,0.0,inf,198
2022-02-22,428184700,5935622,0,422249078,1673723,1.39,0.0,inf,198
2022-02-23,430102277,5947609,0,424154668,1917577,1.38,0.0,inf,198
2022-02-24,431890129,5958417,0,425931712,1787852,1.38,0.0,inf,198
2022-02-25,433544484,5967485,0,427576999,1654355,1.38,0.0,inf,198
2022-02-26,434994182,5974274,0,429019908,1449698,1.37,0.0,inf,198
2022-02-27,436154231,5979029,0,430175202,1160066,1.37,0.0,inf,198
2022-02-28,437479500,5986401,0,431493099,1325269,1.37,0.0,inf,198
2022-03-01,439078190,5994876,0,433083314,1598690,1.37,0.0,inf,198
2022-03-02,440738119,6003050,0,434735069,1659929,1.36,0.0,inf,198
2022-03-03,442513295,6011224,0,436502071,1775176,1.36,0.0,inf,198
2022-03-04,444275778,6019940,0,438255838,1762483,1.36,0.0,inf,198
2022-03-05,445758258,6025836,0,439732422,1482480,1.35,0.0,inf,198
2022-03-06,446984873,6030113,0,440954760,1226615,1.35,0.0,inf,198
2022-03-07,448417449,6037672,0,442379777,1432576,1.35,0.0,inf,198
2022-03-08,450158671,6044884,0,444113787,1741222,1.34,0.0,inf,198
2022-03-09,451992190,6052756,0,445939434,1833519,1.34,0.0,inf,198
2022-03-10,453863273,6060291,0,447802982,1871426,1.34,0.0,inf,198
2022-03-11,455735968,6066500,0,449669468,1872695,1.33,0.0,inf,198
2022-03-12,457533711,6071479,0,451462232,1797743,1.33,0.0,inf,198
2022-03-13,458817934,6075078,0,452742856,1284223,1.32,0.0,inf,198
2022-03-14,460432415,6080394,0,454352021,1614484,1.32,0.0,inf,198
2022-03-15,462241809,6086012,0,456155797,1809394,1.32,0.0,inf,198
2022-03-16,464480689,6092901,0,458387788,2238880,1.31,0.0,inf,198
2022-03-17,466558594,6099986,0,460458608,2077905,1.31,0.0,inf,198
2022-03-18,468450210,6105513,0,462344697,1891616,1.3,0.0,inf,198
2022-03-19,470189808,6109588,0,464080220,1739598,1.3,0.0,inf,198
2022-03-20,471282416,6112959,0,465169457,1092608,1.3,0.0,inf,198
2022-03-21,472770696,6129053,0,466641643,1488280,1.3,0.0,inf,198
2022-03-22,474747917,6134128,0,468613789,1977225,1.29,0.0,inf,198
2022-03-23,476551851,6140111,0,470411740,1803934,1.29,0.0,inf,198
2022-03-24,478336102,6145379,0,472190723,1784256,1.28,0.0,inf,198
2022-03-25,480095699,6154328,0,473941371,1759597,1.28,0.0,inf,198
2022-03-26,481472125,6157425,0,475314700,1376426,1.28,0.0,inf,198
2022-03-27,482434094,6160108,0,476273986,961969,1.28,0.0,inf,198
2022-03-28,483915137,6164061,0,477751076,1481043,1.27,0.0,inf,198
2022-03-29,485667142,6168733,0,479498409,1752005,1.27,0.0,inf,198
2022-03-30,487264836,6173661,0,481091175,1597694,1.27,0.0,inf,198
2022-03-31,489080637,6178472,0,482902165,1815801,1.26,0.0,inf,198
2022-04-01,490247067,6183031,0,484064036,1166486,1.26,0.0,inf,198
2022-04-02,491316131,6185895,0,485130236,1069064,1.26,0.0,inf,198
2022-04-03,492124432,6187853,0,485936579,808302,1.26,0.0,inf,198
2022-04-04,493046151,6190882,0,486855269,921719,1.26,0.0,inf,199
2022-04-05,494411550,6195051,0,488216499,1365399,1.25,0.0,inf,199
2022-04-06,495833244,6199724,0,489633520,1421694,1.25,0.0,inf,199
2022-04-07,497085133,6204029,0,490881104,1251889,1.25,0.0,inf,199
2022-04-08,498234954,6207955,0,492026999,1149821,1.25,0.0,inf,199
2022-04-09,499032679,6210311,0,492822368,797725,1.24,0.0,inf,199
2022-04-10,499625088,6212095,0,493412993,592409,1.24,0.0,inf,199
2022-04-11,500574934,6214888,0,494360046,949974,1.24,0.0,inf,199
2022-04-12,501670383,6218231,0,495452152,1095449,1.24,0.0,inf,199
2022-04-13,502734482,6222268,0,496512214,1064129,1.24,0.0,inf,199
2022-04-14,503688586,6225715,0,497462871,956972,1.24,0.0,inf,199
2022-04-15,504384864,6228216,0,498156648,704324,1.23,0.0,inf,199
2022-04-16,504979092,6229839,0,498749253,594228,1.23,0.0,inf,199
2022-04-17,505407335,6231384,0,499175951,428243,1.23,0.0,inf,199
2022-04-18,505887103,6232971,0,499654132,479768,1.23,0.0,inf,199
2022-04-19,506826620,6236049,0,500590571,939790,1.23,0.0,inf,199
2022-04-20,507776109,6240218,0,501535891,950273,1.23,0.0,inf,199
2022-04-21,508673189,6243261,0,502429928,897080,1.23,0.0,inf,199
2022-04-22,509478306,6245979,0,503232327,805117,1.23,0.0,inf,199
2022-04-23,509995834,6247591,0,503748243,517528,1.23,0.0,inf,199
2022-04-24,510381259,6248763,0,504132496,385425,1.22,0.0,inf,199
2022-04-25,510961190,6250943,0,504710247,579931,1.22,0.0,inf,199
2022-04-26,511603603,6254914,0,505348689,642413,1.22,0.0,inf,199
2022-04-27,512418114,6258306,0,506159808,814511,1.22,0.0,inf,199
2022-04-28,513149046,6261257,0,506887789,730957,1.22,0.0,inf,199
2022-04-29,513779176,6263757,0,507515419,630130,1.22,0.0,inf,199
2022-04-30,514144182,6265214,0,507878968,365006,1.22,0.0,inf,199
2022-05-01,514457626,6266413,0,508191213,313444,1.22,0.0,inf,199
2022-05-02,514915559,6268225,0,508647334,457933,1.22,0.0,inf,199
2022-05-03,515580987,6270414,0,509310573,665828,1.22,0.0,inf,199
2022-05-04,516198027,6274091,0,509923936,617040,1.22,0.0,inf,199
2022-05-05,516786686,6276361,0,510510325,588659,1.21,0.0,inf,199
2022-05-06,517404762,6278485,0,511126277,618076,1.21,0.0,inf,199
2022-05-07,517752218,6279624,0,511472594,347456,1.21,0.0,inf,199
2022-05-08,518034406,6280470,0,511753936,282188,1.21,0.0,inf,199
2022-05-09,518748350,6282379,0,512465971,713944,1.21,0.0,inf,199
2022-05-10,519379257,6284389,0,513094868,630907,1.21,0.0,inf,199
2022-05-11,520065938,6286591,0,513779347,686681,1.21,0.0,inf,199
2022-05-12,520698752,6288542,0,514410210,632814,1.21,0.0,inf,199
2022-05-13,521264578,6290410,0,514974168,565826,1.21,0.0,inf,199
2022-05-14,521709087,6291375,0,515417712,444509,1.21,0.0,inf,200
2022-05-15,522085036,6292152,0,515792884,375949,1.21,0.0,inf,200
2022-05-16,522691444,6293798,0,516397646,607315,1.2,0.0,inf,200
2022-05-17,523285756,6295611,0,516990145,594603,1.2,0.0,inf,200
2022-05-18,524033084,6297984,0,517735100,747328,1.2,0.0,inf,200
2022-05-19,524619267,6299680,0,518319587,587739,1.2,0.0,inf,200
2022-05-20,525238849,6301665,0,518937184,619582,1.2,0.0,inf,200
2022-05-21,525609783,6302740,0,519307043,370934,1.2,0.0,inf,200
2022-05-22,525927028,6303351,0,519623677,329302,1.2,0.0,inf,200
2022-05-23,526437018,6304951,0,520132067,539625,1.2,0.0,inf,201
2022-05-24,527016322,6306601,0,520709721,579304,1.2,0.0,inf,201
2022-05-25,527650867,6309201,0,521341666,634545,1.2,0.0,inf,201
2022-05-26,528155244,6310625,0,521844619,508739,1.19,0.0,inf,201
2022-05-27,528723490,6312540,0,522410950,568246,1.19,0.0,inf,201
2022-05-28,529011714,6313294,0,522698420,288224,1.19,0.0,inf,201
2022-05-29,529289095,6313913,0,522975182,277381,1.19,0.0,inf,201
2022-05-30,529695281,6315158,0,523380123,406186,1.19,0.0,inf,201
